DT_GERACAO;SG_UF;NM_UE;DS_CARGO;NR_CANDIDATO;NM_URNA_CANDIDATO;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_FEDERACAO;SG_FEDERACAO;DS_COMPOSICAO_FEDERACAO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50180;LUCIANA BOITEUX;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18121;JAIME ALBINO VELOSO;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;80080;RUAN VIDAL;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;80180;MONIQUE ZUMA;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50700;YURI MOURA;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50010;FABÍOLA RODRIGUES;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50500;PROF. JOSEMAR;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18000;ELIOMAR COELHO;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13513;BERRIEL;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;43621;PAULINHA SILVA;FEDERAÇÃO;43;PV;PARTIDO VERDE;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13167;DURVAL PEÇANHA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13150;ERIVALDO FILHO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;43111;WALLACE O ABENÇOADO;FEDERAÇÃO;43;PV;PARTIDO VERDE;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;43937;ANDRÉ TAVARES;FEDERAÇÃO;43;PV;PARTIDO VERDE;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12137;INDIA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12122;PROFESSORA MARIA HELENA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12000;FERNANDA NEVES;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12236;MARILENE DOS SANTOS;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12025;JOSIAS MOREIRA O HOMEM DO POVO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12147;LUIZ ALEXANDRE;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12345;LEO LUPI;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12789;DR RAFAEL BRASIEL;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12003;ELAINE OLIVEIRA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40004;RENATO PELLIZZARI;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40222;ALAN MANSUR;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40124;GARDÊNIA GRIGORIO DO TRABALHO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40047;MARILÉA DA SAÚDE;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40123;DR. MARCOS PAULO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;29129;SOLANGE PEREIRA;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;29029;PEDRO DINIZ;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50100;EMANUEL ALENCAR;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18123;MC SMITH;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18088;JUNINHO SEPETIBA AVERA;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50050;DANI MONTEIRO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50080;ANDERSON RIBEIRO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50222;JEFFERSON VINCO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18345;PROF RAUL;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;16016;JAD AVILA;PARTIDO ISOLADO;16;PSTU;PARTIDO SOCIALISTA  DOS TRABALHADORES UNIFICADO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSTU
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;43177;SANDRA DO MUTIRÃO;FEDERAÇÃO;43;PV;PARTIDO VERDE;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13433;MARCO AURÉLIO BARRETO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13123;IGO MENEZES;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13001;PROFESSOR WALDECK CARNEIRO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13134;VINICIOS BETIOL;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12182;ALINA VIEIRA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12612;GILSINHO AMIGO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12900;VIZEU;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12733;MARIZA FERNANDES COSTUREIRA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12888;PATRICIA AZEDO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12013;CLAUDIO CEZAR;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12543;ZITO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40455;ELI DA REFRIGERAÇÃO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40169;INÊS BRASIL;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40234;ASSIS FREITAS;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40637;DENISE VIEIRA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40556;ERICA DA SAÚDE;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40351;DINNY DA VILA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40029;RAFAEL PIZZIALI;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40135;AILTON FREITAS;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;40052;TANIA DE BRÁS DE PINA90;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;23444;VERA RAMOS;FEDERAÇÃO;23;CIDADANIA;CIDADANIA;FEDERAÇÃO PSDB CIDADANIA;PSDB/CIDADANIA;PSDB/CIDADANIA;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSDB CIDADANIA (PSDB / CIDADANIA)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18618;PROFESSOR MARCIO;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50666;CRISTIANE NASCIMENTO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;18021;DE LOYS;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;50321;PEDRO NASSIF;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13321;RAIMUNDO NONATO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13103;ZEIDAN;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13157;JORGE BRAGA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;65656;LILIAN BEHRING;FEDERAÇÃO;65;PCDOB;PARTIDO COMUNISTA DO BRASIL;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13888;MARY BORGES;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;43456;MAICON CRUZ;FEDERAÇÃO;43;PV;PARTIDO VERDE;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13580;VERÔNICA LIMA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13706;FABIO DOUTOR FOSFORO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13333;CAROL ONTIVEROS;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;13320;MISSIONÁRIO THIAGO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12129;HERNANDES JOGADOR;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12044;SONIA GASPAR;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12230;JOÃO BROTHER;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12016;CARLA CASTILHO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12555;LACERDA;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12777;JOCIMAR FREIRE;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12005;ELKER JAÉ;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12311;FABI CARMO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12456;PEDRO HENRIQUE;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12111;ALEXANDRE DO PORTO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO ESTADUAL;12999;BETÃO PEZÃO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
