DT_GERACAO;SG_UF;NM_UE;DS_CARGO;NR_CANDIDATO;NM_URNA_CANDIDATO;TP_AGREMIACAO;NR_PARTIDO;SG_PARTIDO;NM_PARTIDO;NM_FEDERACAO;SG_FEDERACAO;DS_COMPOSICAO_FEDERACAO;SQ_COLIGACAO;NM_COLIGACAO;DS_COMPOSICAO_COLIGACAO
14/09/2026;RJ;RIO DE JANEIRO;VICE-GOVERNADOR;80;BIA MARTINS;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;VICE-GOVERNADOR;16;PERCILIANA;PARTIDO ISOLADO;16;PSTU;PARTIDO SOCIALISTA  DOS TRABALHADORES UNIFICADO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSTU
14/09/2026;RJ;RIO DE JANEIRO;VICE-GOVERNADOR;50;JULIANA CARVALHO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;VICE-GOVERNADOR;29;CAETANO ALBUQUERQUE;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;SENADOR;500;MONICA BENICIO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;SENADOR;160;PAULA FALCÃO;PARTIDO ISOLADO;16;PSTU;PARTIDO SOCIALISTA  DOS TRABALHADORES UNIFICADO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSTU
14/09/2026;RJ;RIO DE JANEIRO;SENADOR;131;BENEDITA DA SILVA;COLIGAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;JUNTOS PARA MUDAR CORAGEM PARA RECONSTRUIR;PDT / MDB / DC / FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV) / PSB / PSD / FEDERAÇÃO PSDB CIDADANIA (PSDB / CIDADANIA) / FEDERAÇÃO RENOVAÇÃO SOLIDÁRIA (PRD / SOLIDARIEDADE)
14/09/2026;RJ;RIO DE JANEIRO;SENADOR;290;LUIZ EUGENIO;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;SENADOR;808;VINICIUS BENEVIDES;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;SENADOR;800;MICHELLY XAVIER;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;GOVERNADOR;16;CYRO GARCIA;PARTIDO ISOLADO;16;PSTU;PARTIDO SOCIALISTA  DOS TRABALHADORES UNIFICADO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSTU
14/09/2026;RJ;RIO DE JANEIRO;GOVERNADOR;80;JULIETE;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;GOVERNADOR;50;WILLIAM SIRI;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;GOVERNADOR;29;LUAN MONTEIRO;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5028;FERNANDO NASCIMENTO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5021;GUILHERME PIMENTEL;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5024;FRENTISTA HAYRES MUNIZ;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5013;AMANDA COSTA;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5022;WILIANS DOUGLAS;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5005;RAFAEL RIBEIRO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;2919;JAMAICA;PARTIDO ISOLADO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PCO
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1234;AXEL GRAEL;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1224;STELLA GAIO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1280;NETE HULPAN;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1245;DANILO PERES;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1210;RENATO MUNIZ;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1225;TONINHO BONDADE;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1375;DANI NUNES;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1330;ANIELLE FRANCO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1369;LUCIANA NERY;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;6556;ENFERMEIRA REJANE;FEDERAÇÃO;65;PCDOB;PARTIDO COMUNISTA DO BRASIL;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1314;SANDRÃO DA SAÚDE;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1304;AMÉLIA LEAL;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1301;DIMAS GADELHA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1303;FABIANO HORTA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4303;ADRIANA DO POVO;FEDERAÇÃO;43;PV;PARTIDO VERDE;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1323;DRA. CRISLAINE COELHO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4078;NESTOR LOPES DE MADALENA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4090;PRATINHA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4070;CAROL MIDORI;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4013;TATIANA ROQUE;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4087;DARLAN PRAXEDES;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4064;IVANA MOREIRA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4024;JADSON FACTUALRJ;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4081;RAFAEL DO BEM;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4006;SUSTENTARE IDÁLIA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1824;GLAUCO COSTA;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5015;CRÂNIO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5042;ANDRÉ BARROS;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;2344;IZA DUTRA;FEDERAÇÃO;23;CIDADANIA;CIDADANIA;FEDERAÇÃO PSDB CIDADANIA;PSDB/CIDADANIA;PSDB/CIDADANIA;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSDB CIDADANIA (PSDB / CIDADANIA)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1270;MARCÃO ALVES;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1218;ARAUJO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1213;JOSE DIAZ;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1261;LAU FURACÃO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1380;CELSO PANSERA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1333;REIMONT;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1399;MARCELO PACHECO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1342;DR. RUBINHO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1312;SUB ANTÔNIO ANDRADE;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;6577;ELIAS JABBOUR;FEDERAÇÃO;65;PCDOB;PARTIDO COMUNISTA DO BRASIL;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1332;EMERSON TDB;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;6565;JANDIRA FEGHALI;FEDERAÇÃO;65;PCDOB;PARTIDO COMUNISTA DO BRASIL;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;8000;ESTEBAN CRESCENTE;PARTIDO ISOLADO;80;UP;UNIDADE POPULAR;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;UP
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4050;RAFAEL PRIMO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4020;SANDRA TEIXEIRA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4023;BARBARA CRISTINA;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4045;RÔMULO MILAGRES;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4010;ROMÉRIO DUARTE;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5060;DELMA;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1818;HELOÍSA HELENA;FEDERAÇÃO;18;REDE;REDE SUSTENTABILIDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5016;FERNANDA VIEIRA;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1200;VITOR JUNIOR;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1277;ROSANGELA DO MÉIER;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1244;REJANE DA EDUCAÇÃO;PARTIDO ISOLADO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PDT
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1302;CARLOS SANTANA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1395;KEVINHO DO MORRO;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;1313;DIEGO QUAQUA;FEDERAÇÃO;13;PT;PARTIDO DOS TRABALHADORES;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL;PT/PC do B/PV;PT/PC do B/PV;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO BRASIL DA ESPERANÇA - FE BRASIL (PT / PC do B / PV)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4017;MIGUELITO;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4060;PROFESSOR IVANIR DOS SANTOS;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;4016;KARINA DA SAÚDE;PARTIDO ISOLADO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NULO;#NULO;#NULO;1,90002E+11;PARTIDO ISOLADO;PSB
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5077;TALÍRIA PETRONE;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5067;ARIANE MAGALHÃES;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5080;GLAUBER BRAGA;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
14/09/2026;RJ;RIO DE JANEIRO;DEPUTADO FEDERAL;5007;JÚLIA CASAMASSO;FEDERAÇÃO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;FEDERAÇÃO PSOL REDE;PSOL/REDE;PSOL/REDE;1,90002E+11;FEDERAÇÃO;FEDERAÇÃO PSOL REDE (PSOL / REDE)
